,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.0005015379362343801,0.00023130148438136675,0.0012836016884356953,0.00046632621218679687
1,3,0.00048348222265709846,0.00021682194108590754,0.0011541831449330994,0.00042419761945895767
2,6,0.0005264770735900388,0.0002268763061935481,0.0012768172976041553,0.00046308260776535326
3,9,0.0005258184192413085,0.0002325301770654629,0.0012995283778864826,0.0004721473158929886
4,12,0.0006571346401427965,0.0002965653245050874,0.0015734412123652637,0.0005862303066830092
5,15,0.0006714933099272291,0.00030757565876009024,0.0018546881868138465,0.0006668322262907413
6,18,0.0008121400337764626,0.00034129495881691347,0.0020996814622446227,0.0007143617073859982
7,21,0.0008219253206196937,0.0003572685357604178,0.002119993694491569,0.0007456522634283723
8,24,0.0009769881583957059,0.0004206182187310707,0.002477667117395994,0.0008610121918471614
9,27,0.0008360665190600562,0.0003642937334530967,0.00313621348242147,0.0010250979581312627
10,30,0.001133080324642833,0.0005091764907037842,0.003332171886265421,0.0011345893872232015
11,33,0.0014627612802762314,0.000602359146038191,0.003660306429503209,0.0012545053238438744
12,36,0.0016374016071523418,0.0006530006516793509,0.004411256709856868,0.0014471725371958425
13,39,0.0016044532148755712,0.0006244922373776654,0.0050630529303915366,0.0016110237189558706
14,42,0.0016966826984867267,0.0007036181696984375,0.0048411202486237145,0.0016337686186457632
15,45,0.0018734056315679497,0.0007768904781896998,0.005556425711523121,0.001848902879225628
16,48,0.0019827129010378843,0.0008032813797651676,0.005253016542084641,0.0017798017632173599
17,51,0.0020707070183835826,0.0008503914179468721,0.005860396813813353,0.0019517964311810225
18,54,0.002705700546611493,0.001080424236328921,0.006628028395301141,0.0022467170377019462
19,57,0.002464003957655874,0.0010340174244211462,0.006989129934677351,0.0023359262621224187
20,60,0.0026030076844584717,0.0010154158860585453,0.007451731411854375,0.002403365803051092
21,63,0.0030865558058215566,0.0012373970049056164,0.007940103161076514,0.0026488609754353855
22,66,0.0031278281223453197,0.0012787906422213073,0.008210653978109519,0.0027362637701206865
23,69,0.0032936959156348727,0.0013445874760472558,0.0077746660413298705,0.0026666194903363534
24,72,0.003585288826626078,0.0014702611358602133,0.008524760318168232,0.002878035528580858
25,75,0.0035163668225507818,0.0014549710228604395,0.009158927988925324,0.0030493936684942466
26,78,0.0036598572203483002,0.0015085621741323242,0.009811660210931866,0.0032748816001831335
27,81,0.003591071758535828,0.0015203469331182627,0.009374944595964342,0.0031961582397259667
28,84,0.003368874275327709,0.0014407583026266524,0.009092692606333528,0.0031154918296727465
29,87,0.003517753129265991,0.001492211553362507,0.009615103191138404,0.0032798876409976837
30,90,0.003928023195417622,0.0016343737687781028,0.010232424251136263,0.003480109559881651
31,93,0.004341404012726451,0.0017836011593495567,0.010945080077121964,0.003728331558150956
32,96,0.004430446115256886,0.0018467368106911948,0.011160979470041165,0.0037670557299127796
33,99,0.004108737723271992,0.0017083490481889316,0.010702209687706226,0.003592386274188238
34,Final,0.004108737723271992,0.0017083490481889316,0.010702209687706226,0.003592386274188238
