,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.01621120037293581,0.010998549024459901,0.03142744993990537,0.01687962159519287
1,3,0.018885323910125783,0.01273735696460086,0.03572684335689566,0.019265330117150106
2,6,0.020385207902234817,0.013714792939307219,0.0380298910333017,0.020632426568995013
3,9,0.020987267067027207,0.014237419641529492,0.03911941399236553,0.021315976341386992
4,12,0.022491486952595965,0.015166781647499138,0.04114668980342631,0.022420471334132386
5,15,0.022312144304414566,0.015148994253191205,0.04157044553116947,0.022687584619015856
6,18,0.023020123339016266,0.015511550910268988,0.04262367121650348,0.023157140450515153
7,21,0.02373523245336096,0.016032192371613716,0.043975702691075105,0.023890895983943627
8,24,0.02360658284448048,0.015888638889061016,0.04439569733166037,0.023965058173208688
9,27,0.02382642505981059,0.016027522645045363,0.04546337228787366,0.024425343734511294
10,30,0.024458766691367876,0.016379771817734746,0.04567075959591089,0.024678774573103454
11,33,0.024443902867943564,0.016579753804415027,0.04559152024552277,0.024901731662326523
12,36,0.024981022447476468,0.016676452066494218,0.04714828259220144,0.02529863239705327
13,39,0.025360198642387546,0.017027678132344154,0.04758173882771843,0.02567029259260131
14,42,0.025417363521280226,0.017033501036097787,0.048036859038365125,0.02579984539046806
15,45,0.025373391368969718,0.017068157029198804,0.047967641168222074,0.025845398299531322
16,48,0.02565425751327624,0.01726617186724896,0.048184092531713116,0.02602180680870881
17,51,0.0250470145570886,0.016869552039649783,0.04829131551022818,0.025894607779126704
18,54,0.025719570668467327,0.017234817907305137,0.048235879080365716,0.026001429059470605
19,57,0.026072410945997007,0.01749189538753235,0.04849140214031342,0.02622155052386536
20,60,0.025498815233014387,0.017234501352296743,0.0490986160027461,0.026401850568016808
21,63,0.026342341760419205,0.017625106794108236,0.048534954513074706,0.026314044826067754
22,66,0.026406010409315003,0.017676851625365156,0.04950426601900668,0.02659723271247689
23,69,0.02581482218691679,0.017426147925301477,0.04863033203939975,0.026312223549389006
24,72,0.026370700680130744,0.017580163958345753,0.049426787093153284,0.02657803614266013
25,75,0.025665917020223958,0.017290743988864803,0.04817058789289181,0.026071978913084496
26,78,0.025614981737656133,0.017165198185847764,0.049119651349463465,0.02626885456063783
27,81,0.02562373437333669,0.01714695384576409,0.048582171146634795,0.02613684235089975
28,84,0.025333380139625945,0.017094559598915506,0.04842284518473492,0.026084730820417776
29,87,0.02559560674289035,0.017305851494602287,0.04877305825544007,0.026316926438452105
30,90,0.025348066849623513,0.01706415563379546,0.048493473336818256,0.02608489715549951
31,93,0.025888329989417688,0.01725773174015968,0.04917085339487406,0.02634773330831819
32,96,0.025236327444276764,0.01707774887075512,0.04830198434054254,0.02608020785004964
33,99,0.025451530983329165,0.017225261109466435,0.04828264609550227,0.026087590026010674
34,Final,0.025451530983329165,0.017225261109466435,0.04828264609550227,0.026087590026010674
