,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.016470514547060413,0.011099406796935954,0.03214974805126977,0.017200227543637366
1,3,0.019431444006158993,0.012890079748418614,0.03585798544088693,0.019305934468423065
2,6,0.019753852184749867,0.013411461149261993,0.03722785830366938,0.020203757090663403
3,9,0.021687695680544263,0.014409331687023652,0.040214906412713435,0.021629079703419506
4,12,0.02247933141339944,0.015032229192449382,0.04203439133521997,0.022678476449917547
5,15,0.022463236273637787,0.014997607495800327,0.04147047656211876,0.02240939715265929
6,18,0.022895833936928192,0.015398598822074,0.04314736421216689,0.023260313790555712
7,21,0.02356358091122632,0.015789878694115335,0.044595423347644485,0.023970834237927743
8,24,0.023956458452684154,0.016051259828935894,0.044124679391069455,0.023887492529756884
9,27,0.023762614567251227,0.01604110715273767,0.04511237305541767,0.0242965147767414
10,30,0.025198249708154232,0.01687953413676236,0.046172292875356076,0.025061299997685367
11,33,0.024864546153818144,0.016653407217574648,0.04679144679809202,0.025164572376039116
12,36,0.026008333705633956,0.017507399314387096,0.04763613133759965,0.025940911040916288
13,39,0.02507796791387338,0.01691701533852786,0.047604601399570054,0.025677422772457797
14,42,0.0254707430701081,0.017123870715965158,0.04710044180317868,0.025531239416152058
15,45,0.025477268834553105,0.01708316995197612,0.047632213107811856,0.025771343068670523
16,48,0.025757231702600417,0.017390216358823162,0.047623081437295024,0.02594115770610671
17,51,0.026187466901834752,0.01743722976359436,0.04857343242235555,0.02616163744305503
18,54,0.025806139271628767,0.017161330482046787,0.048153455259933226,0.025907957659609848
19,57,0.026296836837273744,0.017432286036426083,0.04850863760846631,0.02616458989322235
20,60,0.025244957580760483,0.017029116782045498,0.04795147593534005,0.025960141946668826
21,63,0.02542031138504095,0.017054312510293317,0.048097095559440486,0.025927749181486687
22,66,0.025524949747542956,0.01723015021559951,0.0480470974352231,0.026026659793894326
23,69,0.024981063075555685,0.016885232443608757,0.04711277148342619,0.025603132550855195
24,72,0.02538723495938369,0.017133667096178917,0.048498407137357716,0.02616944777336366
25,75,0.025602533816208032,0.017307435163766576,0.04795689057347961,0.026024431115046525
26,78,0.02574448655068556,0.017273473428860455,0.04846023360909611,0.026151499408551247
27,81,0.025419340785276863,0.01719069113218571,0.04793496218275707,0.026030795958325734
28,84,0.025508471106507783,0.01717399231618471,0.048427417152077316,0.02601177838443529
29,87,0.025720789916888493,0.017230510593429466,0.04897952512416661,0.02626979847788194
30,90,0.02579241773602637,0.01717743124291526,0.0489658578186894,0.026201390545841096
31,93,0.0253554185261939,0.016971420145560204,0.04883775103352065,0.026061163192168356
32,96,0.025234214740243448,0.017063448307798414,0.04774628245174391,0.02577916233341523
33,99,0.0252591637934475,0.01706975813482019,0.0490571284527436,0.026292973488794214
34,Final,0.0252591637934475,0.01706975813482019,0.0490571284527436,0.026292973488794214
