,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.000497747425278662,0.00022704520296314894,0.0011087388521544923,0.0004125504658638417
1,3,0.0006818484863388365,0.00030635745118816907,0.0013158646689305673,0.0005138425829863297
2,6,0.0006002602727603704,0.0002850596842793368,0.001293641376434659,0.0005102565778476789
3,9,0.0005527931240183416,0.00024882963383297894,0.0012052950234520425,0.0004583747803214096
4,12,0.0005957260579731824,0.0002835762897004201,0.0015069461714000533,0.0005711608783540589
5,15,0.0005258020698392895,0.00023549222978161248,0.00131238803692643,0.0004871480314746376
6,18,0.0006681873109877,0.00029509890713254913,0.001678792717685597,0.0006089935233597084
7,21,0.0009347245719519677,0.00040133440344818143,0.0023014839758669662,0.0007993055758782211
8,24,0.0009614768001275697,0.0004208092846727265,0.0021964546351303247,0.0007882248493798504
9,27,0.0011090297003273771,0.00048429345978442446,0.0029508898266726517,0.0010305363524759248
10,30,0.0013460895459853326,0.0005658540729468004,0.00338002082033296,0.001181943095132263
11,33,0.001412861572628474,0.0005709506501527421,0.003714072100453977,0.001247567824386728
12,36,0.001712702333215226,0.0007070851943239724,0.004316831152663904,0.0014771991237437442
13,39,0.0017723473170249049,0.0007337681773046774,0.004447021034283642,0.001533465992550784
14,42,0.002056211176388319,0.0008290646362689898,0.0049785538998811,0.001697088645200688
15,45,0.0019601642061760696,0.0008423716525749077,0.005334066560346965,0.0018395668555452665
16,48,0.00225880889075478,0.000979670671062565,0.005513813000151373,0.0019405312508859781
17,51,0.0023933338295690303,0.0009852881484279576,0.0063789326917571615,0.002165701609540476
18,54,0.0023217948811378574,0.0009793773776573776,0.007277337257234879,0.002374431298274762
19,57,0.0026118286302913535,0.0010297091005053859,0.006893178386651422,0.0022703171082507274
20,60,0.0025936518074041164,0.0011128159311306278,0.007257094414871203,0.0024618366503577262
21,63,0.0028089817079821,0.001183458009136847,0.007566012091179349,0.0025669570611802387
22,66,0.002705999875493368,0.0011257999123397346,0.007847807137019503,0.002612105317757887
23,69,0.0030179777908340174,0.0012196672576424898,0.008282285382436121,0.002746528092423561
24,72,0.0029000306798812993,0.0012279594184179637,0.008390873991568274,0.0028027657524353766
25,75,0.0029665207544636862,0.0012022026386558496,0.008359407362143799,0.002778171039251783
26,78,0.003871596095450808,0.0015449276929669718,0.00988080106619173,0.003286489783255117
27,81,0.0035873378405086964,0.0014853504934571782,0.009541760724425101,0.0031993807255238605
28,84,0.003748732701544881,0.0015543512215000293,0.009739162681003206,0.0032826804291170904
29,87,0.0039689230356975665,0.0016721255029297172,0.010655682601568276,0.0036098989644820717
30,90,0.003975324495338667,0.0016795995092249503,0.010518450105556009,0.0035834280023137608
31,93,0.0040990284082598446,0.0017164448622129676,0.010738163938166092,0.0036321886556690375
32,96,0.004128038248422645,0.001741812755561255,0.011012744992069202,0.003697587828919459
33,99,0.004252849516881579,0.0017797879882974978,0.011210013042640098,0.0037903378103349454
34,Final,0.004252849516881579,0.0017797879882974978,0.011210013042640098,0.0037903378103349454
