,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.000440200452201041,0.0001708984974563648,0.0010170838356228812,0.00034933010616447496
1,3,0.0005507863028583054,0.0002186635799338169,0.0011884170087589632,0.0004145636686112839
2,6,0.0005331584261697334,0.00023193261824377843,0.00116525284638382,0.00043688006213322343
3,9,0.0005315990552004092,0.00023837326871614046,0.0012516066501655281,0.00045960850493926636
4,12,0.0004180154382216372,0.00018867747564977816,0.0011320821723984663,0.00041586419743126356
5,15,0.000507295949545544,0.00021996358380242597,0.0013888507449088306,0.0004904622124954918
6,18,0.0006891279256982186,0.000273854671121723,0.0020292530644422375,0.0006617253824057228
7,21,0.0006199977392350276,0.0002663976715548044,0.001862505090581514,0.0006567463759635849
8,24,0.0008182440077245714,0.00034304391282529177,0.0025208202913259157,0.0008334640184856516
9,27,0.0011941425755557945,0.0004909061548554629,0.003052845775588458,0.0010392564586626477
10,30,0.0013391813253922585,0.0005244332479461346,0.003286387890461492,0.001109827645512106
11,33,0.001152428171803084,0.0004643618876298145,0.003308495705133577,0.0010922714023757884
12,36,0.001304660020294601,0.0005266018043164742,0.0040936688965604005,0.001315826294874296
13,39,0.0018101670237785055,0.0007638858753593417,0.004748730321506849,0.0016079791918473905
14,42,0.0019942729114915607,0.0008173912505217208,0.005310867959421702,0.0017666605177865003
15,45,0.002063071558542176,0.0008301183162353878,0.005517023980753624,0.0018263379306653778
16,48,0.002253127637178249,0.0009100155150453518,0.0053195526616331085,0.0018357684369820714
17,51,0.0023493136665890023,0.0009685937082869442,0.005880110443975544,0.001989945111187917
18,54,0.0027390210087225673,0.0010755098241192313,0.006831996535848557,0.002259128142289839
19,57,0.002748198558182101,0.0011374710100873144,0.006869419978615586,0.0023376940290902397
20,60,0.003238146418380352,0.001302417042117749,0.007778101719729871,0.0026079397203188316
21,63,0.0026687413983882886,0.0010499859607269063,0.007341504190887377,0.0024238732490592255
22,66,0.0033045060585131054,0.0013900893332306993,0.0082243532884867,0.0027978203241840875
23,69,0.0030681108556950077,0.0012736083752315067,0.008004667187826843,0.0027149211213886955
24,72,0.0035526091528090163,0.0014207431233071912,0.009032274317943637,0.0029955625803585835
25,75,0.003373158766063732,0.0014185266339754277,0.008763220216883413,0.002986249341104445
26,78,0.003718326039239763,0.0015757874194057215,0.00963643212603698,0.003260747094939324
27,81,0.0039007083255198356,0.0016390837453801334,0.01061341805125451,0.0035430393092552317
28,84,0.004355882699357865,0.001767668991463399,0.010351248949479381,0.0035003077981716913
29,87,0.003849562653610286,0.0016176745251822516,0.010033777544161205,0.0034067871759815168
30,90,0.003989540984007801,0.0016621998544798756,0.01016312041133431,0.003439092300156039
31,93,0.004424033728619937,0.0018249076528209917,0.010635558972579454,0.0036085286885615114
32,96,0.004569935655450244,0.0019166589344150687,0.01115448402621856,0.00379409471716039
33,99,0.0047637735813496306,0.002014583480018101,0.010203366895799024,0.0036263255099103827
34,Final,0.0047637735813496306,0.002014583480018101,0.010203366895799024,0.0036263255099103827
