,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.0003642422686754176,0.00016427822693076155,0.0011389604967905005,0.00039685466199555384
1,3,0.0006386808412539876,0.0002662517068945455,0.0014428353536656464,0.0005160572625130244
2,6,0.0005689163264830416,0.000257348879522029,0.0014366444590344645,0.0005337291209636878
3,9,0.000564864842454692,0.00025491238787355526,0.0014096219889118058,0.0005218572490703647
4,12,0.0006722748459003183,0.0003040367761579462,0.0017333994678448645,0.0006351479015245986
5,15,0.0007722547177550545,0.0003241643885719819,0.0017575965702225852,0.0006294325820179848
6,18,0.0006232798280567095,0.0002804878704422597,0.001965726496130624,0.0006747035499816318
7,21,0.000885025732549984,0.00037927384237029517,0.0022673032366517113,0.0007808314015739084
8,24,0.0011468115197423353,0.00046819933170735335,0.0024503964499897573,0.0008648017524665872
9,27,0.0010937051536053439,0.00045866232914684144,0.002685341342552899,0.0009288814627779941
10,30,0.001055910205434006,0.000444413357072599,0.0027574589138162488,0.0009496486320382449
11,33,0.00136502351956277,0.0005525708914297559,0.0036295904592763347,0.001212633383624128
12,36,0.0016777867791284322,0.0006853493019077557,0.004618580908254068,0.0015225854072012076
13,39,0.0015322171299456174,0.0006473432811103887,0.00477696462891958,0.00157611270928483
14,42,0.0019426273184311189,0.00079449394645342,0.004964006499472393,0.0016894009366629908
15,45,0.0018940564551098481,0.0007856414433675797,0.005250234138875192,0.0017525623810844407
16,48,0.0018046985431072046,0.0007706613043342262,0.0054726845452416975,0.0018381607591689943
17,51,0.002182519440501356,0.0009044900184441371,0.0065094138186251,0.0021200342539519417
18,54,0.0022849441559204503,0.0009187033090544553,0.006207819915321266,0.0020564484992305885
19,57,0.002210326068817542,0.0009303926554314627,0.006340893027801297,0.0021302275616126706
20,60,0.0025944343797161297,0.0010815940212321076,0.0072934323830040025,0.0024271306734097923
21,63,0.0026287900458972593,0.0010879911250400189,0.006653908489034671,0.002259545759364505
22,66,0.002864385961478175,0.0011952491807401715,0.0074921687099706365,0.0025459223552662387
23,69,0.003337467903783488,0.0013809329311194785,0.008518157978625943,0.002890243446847848
24,72,0.0034454704350654866,0.0014245665866151492,0.009110300485063979,0.0030723592152774376
25,75,0.0033011410267799156,0.001364254380974118,0.008458142116662898,0.0028714499973759083
26,78,0.003622642484784249,0.0015168590320860376,0.009714751182835553,0.0032871790386771985
27,81,0.0033561465176641706,0.001422273727069021,0.009030627508427829,0.003080012497757816
28,84,0.003325852150993847,0.0014274942985374637,0.009010851868578201,0.003068586823479296
29,87,0.0038812312820292916,0.0016067038664265665,0.009560093634602817,0.003283788996592407
30,90,0.003764758190684979,0.0016152147949582572,0.009673030907727415,0.003320354406737467
31,93,0.003929684285747745,0.0016836706354157716,0.01023923042125167,0.0035056229649926746
32,96,0.004068484492917378,0.0017018778852056766,0.010879384059553871,0.003641639538858159
33,99,0.004441274060687185,0.0018370144660219147,0.011233883313205663,0.0037968757129597016
34,Final,0.004441274060687185,0.0018370144660219147,0.011233883313205663,0.0037968757129597016
