,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.017190042872611652,0.011622902899243618,0.03230645462535515,0.01759904395692136
1,3,0.019583614126579815,0.013166891025306517,0.0364951983424637,0.01977735159066285
2,6,0.019302889813954956,0.01304482661674138,0.03631405817058419,0.019702592111649538
3,9,0.02040913491307533,0.013793985734936775,0.037749852202222475,0.02058890157368979
4,12,0.021080790235770683,0.014209786837515592,0.03926862873790886,0.021318733152002514
5,15,0.022094266513588996,0.014856606179408757,0.04159126042690913,0.022438041840928492
6,18,0.021809560651875805,0.01478371191845566,0.04099543766918971,0.02228635253977512
7,21,0.023054479909167983,0.015476335467968469,0.04296085898465395,0.023256436030512296
8,24,0.023583431921722683,0.015842125246344346,0.044625141021932054,0.024000644261930534
9,27,0.02429427199381356,0.01619730173887171,0.04515914596437789,0.0243816384830279
10,30,0.024345405750631145,0.016427800711003252,0.04546884792997059,0.024647058210779095
11,33,0.024414603859788383,0.01635215582683296,0.046150801978501466,0.024805330357349057
12,36,0.024956879858319663,0.01663039999617055,0.0472983282438355,0.0253218994864257
13,39,0.025053931317999763,0.016671001383224276,0.04667971116780358,0.025128007015623594
14,42,0.02489620702141909,0.01682491173637892,0.047207821147591394,0.02554183668048497
15,45,0.025742791054093026,0.017170637338862173,0.04835668988957466,0.02600426203202482
16,48,0.02570144561263855,0.017277037316004634,0.04877489812387654,0.026217033474504922
17,51,0.0254963584280252,0.017164586231509935,0.04811836163205475,0.025969528213722635
18,54,0.025362779885348765,0.017088347704200167,0.048038853101275474,0.025912646992655317
19,57,0.02576353368453231,0.01733763204912214,0.048391649084715285,0.026124936106857767
20,60,0.026138972374627593,0.017460758581282005,0.04844168533787573,0.026138898753742767
21,63,0.02568354787387697,0.0172677162135862,0.048051177480703935,0.02598492987396407
22,66,0.02547026904319779,0.017195235844956674,0.04823648395526201,0.025988299793234308
23,69,0.025651253721455634,0.017393620767030795,0.04869454261619947,0.02634157296262308
24,72,0.025786472857381143,0.017481535840091905,0.04864721500395897,0.026394305666060717
25,75,0.026001110926806036,0.01747040394359652,0.04887703136745797,0.026399655635573
26,78,0.025499133340587433,0.017325244832974752,0.048989762568015745,0.02639878077085239
27,81,0.02586850098951153,0.01752357478565321,0.0489779037895047,0.02651727949286112
28,84,0.025951588275780507,0.017507488789406354,0.04918387327237396,0.026547873739867396
29,87,0.025796955531945633,0.017254952036487366,0.04881227468086893,0.02623122912227264
30,90,0.026185577231600657,0.017624743021714476,0.04876810701478032,0.026435136788234236
31,93,0.02580138773820961,0.017338243494756676,0.048286786626002914,0.026112950145989636
32,96,0.025802071012447088,0.017282959061496947,0.048277934503431603,0.026081376254036278
33,99,0.025536209241093302,0.017327123774877266,0.04841955037238825,0.026171064610110286
34,Final,0.025536209241093302,0.017327123774877266,0.04841955037238825,0.026171064610110286
