,epoch,recall@20,ndcg@20,recall@40,ndcg@40
0,0,0.016845553607026085,0.0114556196941511,0.032295201447468176,0.01748673701741508
1,3,0.018934683379922813,0.012814262167484417,0.0349996471993058,0.019105093244734007
2,6,0.02045915910400512,0.013742944531113379,0.037889683098439236,0.02050082986582588
3,9,0.020847542651647608,0.014085658724789084,0.038590824533941116,0.020999608813192808
4,12,0.02237982760151255,0.015046561701993926,0.04075250795280315,0.02216475107176101
5,15,0.022414001834851885,0.015139566647251704,0.041298328342187766,0.022465337310805134
6,18,0.02274635029572255,0.015377690329463203,0.041894184798394296,0.022818597399494735
7,21,0.023392925250243023,0.015807382572701582,0.043555945911480286,0.023624520508563795
8,24,0.02376719209017894,0.0159962478673431,0.04389939814938873,0.02381334733233228
9,27,0.02418872005485702,0.016422090052221717,0.04502508475657943,0.0244362357486525
10,30,0.024097797468410946,0.01635267101130597,0.04541311400323939,0.024707969256228094
11,33,0.025123105286549124,0.016924244299261898,0.047322853886879776,0.02556342847529546
12,36,0.025676232201877765,0.017279222932895254,0.04794504102478171,0.025886692718401192
13,39,0.025514514213111957,0.017169664920808615,0.048087056170290486,0.02590476641956638
14,42,0.025386669429597098,0.017131843005831305,0.048078406115417666,0.02592469724662894
15,45,0.02539112465927951,0.017070622166647828,0.04765129077974018,0.025735237731730313
16,48,0.025586804399716986,0.017179373164583685,0.048205207208168496,0.02594204781199575
17,51,0.025854385466547423,0.01745603211347759,0.04817718031530248,0.026143218666342134
18,54,0.02609242902570921,0.01748935622061507,0.04902304410103785,0.026495876342331887
19,57,0.025514638227613986,0.017157936930139676,0.04777382230076757,0.025845545146355953
20,60,0.025794308176950463,0.01726465485378714,0.04854896777040841,0.026139291433740563
21,63,0.026343521613156635,0.017461084317119367,0.0487925880440778,0.0262107066475322
22,66,0.02563071324696107,0.01727998565172088,0.04846125053469021,0.02625477885753433
23,69,0.02617674100312305,0.017553873707956483,0.049040388342004124,0.02642671171648562
24,72,0.0255753566546945,0.017211182349297013,0.048284340983674935,0.026142819077509184
25,75,0.026603573133843317,0.017699807591016865,0.049282201392253824,0.02661402317209868
26,78,0.0263638985964956,0.017657470871186062,0.04928768521069575,0.02655997123324753
27,81,0.025512837262077318,0.017136210811749018,0.0485350641179218,0.02613476811855975
28,84,0.025859836871655356,0.017362973822974075,0.049335674942717546,0.02648077945187354
29,87,0.025670623426765724,0.01722508542622278,0.04865509544390355,0.026171274998300197
30,90,0.025708382677362248,0.017345983615717486,0.0483077863602013,0.026211252051210193
31,93,0.02536578976414927,0.017016251400825248,0.04785924301450549,0.025866892227127312
32,96,0.025872748459601688,0.017140030452107654,0.04901646918558624,0.026211320177104657
33,99,0.02620784599753016,0.01742736330902408,0.04931741629682787,0.02645587930470056
34,Final,0.02620784599753016,0.01742736330902408,0.04931741629682787,0.02645587930470056
